conspiracy_belief_score,education,childhood,gender,hand,family_size,age,test_time
2.6666666666666665,Less than high school,"Urban (town, city)",Female,Right,2,15,96
4.2,High school,Suburban,Male,Right,2,41,99
1.5333333333333334,University degree,"Urban (town, city)",Male,Right,2,23,73
3.4,University degree,"Urban (town, city)",Male,Right,3,26,94
3.8666666666666667,Less than high school,Suburban,Female,Right,2,13,90
3.3333333333333335,High school,Rural (country side),Other,Right,3,32,147
4.266666666666667,University degree,"Urban (town, city)",Male,Right,1,25,144
1.6,Less than high school,Rural (country side),Female,Right,1,15,115
4,Less than high school,"Urban (town, city)",Female,Right,3,57,100
3.933333333333333,High school,Suburban,Female,Right,3,18,365
2.8,University degree,Suburban,Female,Right,1,30,58
2.1333333333333333,High school,"Urban (town, city)",Male,Left,1,29,104
3.3333333333333335,Less than high school,Suburban,Male,Right,2,15,225
1.8,University degree,Suburban,Female,Right,2,23,56
3.6,Graduate degree,Rural (country side),Male,Right,2,38,95
4.666666666666667,High school,Suburban,Male,Right,3,19,101
1.2666666666666666,High school,Rural (country side),Male,Right,2,19,63
1.6666666666666667,High school,"Urban (town, city)",Male,Left,1,17,67
2,University degree,Suburban,Female,Right,2,21,56
2.3333333333333335,High school,Rural (country side),Male,Right,2,18,65
2.6,University degree,"Urban (town, city)",Male,Right,2,29,71
2.7333333333333334,High school,"Urban (town, city)",Male,Right,2,24,125
1.8,Graduate degree,Suburban,Female,Right,2,36,89
4.533333333333333,Graduate degree,Rural (country side),Female,Right,1,41,184
4.4,High school,Suburban,Female,Right,0,23,93
1.6,University degree,"Urban (town, city)",Female,Right,2,29,85
3.1333333333333333,High school,Suburban,Female,Right,3,26,104
3.6,Graduate degree,Suburban,Female,Left,3,36,174
1,University degree,Rural (country side),Male,Left,5,54,51
2.933333333333333,High school,Suburban,Other,Left,3,46,296
3.3333333333333335,High school,"Urban (town, city)",Female,Right,2,51,102
3.1333333333333333,High school,Suburban,Female,Right,1,26,135
3,High school,"Urban (town, city)",Female,Right,3,19,80
1.8,University degree,"Urban (town, city)",Male,Right,2,29,92
2.4,University degree,"Urban (town, city)",Male,Right,2,22,101
0.9333333333333333,High school,"Urban (town, city)",Female,Right,4,22,46
3,High school,Suburban,Female,Right,2,19,67
3.6666666666666665,High school,Suburban,Male,Right,3,39,156
2.2666666666666666,Graduate degree,Rural (country side),Female,Right,2,42,152
2.7333333333333334,High school,"Urban (town, city)",Male,Right,3,43,261
1.4666666666666666,University degree,Rural (country side),Female,Right,7,24,179
3.066666666666667,University degree,Suburban,Male,Right,2,27,227
3.1333333333333333,High school,Suburban,Male,Right,1,21,156
3.3333333333333335,High school,"Urban (town, city)",Female,Right,2,35,147
2.8666666666666667,University degree,"Urban (town, city)",Male,Right,2,60,130
3.1333333333333333,Graduate degree,Suburban,Male,Right,3,32,135
2.3333333333333335,High school,Suburban,Male,Right,2,17,247
3.533333333333333,University degree,"Urban (town, city)",Male,Right,0,31,113
3.4,University degree,Suburban,Male,Right,2,30,75
3.933333333333333,University degree,Suburban,Male,Right,2,45,213
3.3333333333333335,Graduate degree,Rural (country side),Female,Right,4,35,64
3,High school,Suburban,Female,Right,1,18,87
2.7333333333333334,High school,"Urban (town, city)",Female,Right,1,16,73
2.7333333333333334,Graduate degree,"Urban (town, city)",Male,Right,2,50,96
2.6,Graduate degree,Suburban,Female,Left,2,45,174
2.2666666666666666,University degree,"Urban (town, city)",Female,Right,4,43,162
2.933333333333333,University degree,Suburban,Male,Right,2,23,137
4.866666666666666,University degree,Suburban,Female,Left,3,46,136
2.4,Graduate degree,Suburban,Male,Right,5,42,60
1.8,High school,Suburban,Male,Right,2,27,85
1.6666666666666667,University degree,Suburban,Male,Right,2,57,110
2.933333333333333,High school,Rural (country side),Male,Right,2,21,127
1.2666666666666666,Less than high school,Suburban,Female,Right,2,16,90
3.6666666666666665,Less than high school,"Urban (town, city)",Female,Right,2,14,96
1.6666666666666667,University degree,"Urban (town, city)",Male,Right,2,38,106
3.3333333333333335,University degree,"Urban (town, city)",Female,Right,1,20,76
2.7333333333333334,Graduate degree,"Urban (town, city)",Male,Right,2,36,80
3,High school,Rural (country side),Female,Left,3,25,85
1.3333333333333333,University degree,"Urban (town, city)",Male,Left,2,21,183
3.6666666666666665,Graduate degree,Suburban,Female,Right,5,42,91
2.6666666666666665,University degree,"Urban (town, city)",Male,Right,2,48,143
1.9333333333333333,High school,Suburban,Male,Right,1,19,98
2.066666666666667,University degree,Suburban,Male,Right,1,38,164
2.6666666666666665,Less than high school,Suburban,Female,Right,2,15,109
2.1333333333333333,High school,Rural (country side),Other,Right,3,21,153
2.6,High school,Suburban,Male,Right,2,13,134
3.066666666666667,University degree,Suburban,Male,Right,3,45,155
2.7333333333333334,University degree,"Urban (town, city)",Male,Right,4,23,129
2.3333333333333335,Less than high school,Suburban,Female,Right,3,15,195
1.6,Less than high school,Suburban,Female,Right,3,15,178
3.7333333333333334,Graduate degree,"Urban (town, city)",Female,Right,3,33,269
2.066666666666667,High school,"Urban (town, city)",Male,Right,2,21,74
2.2666666666666666,Graduate degree,Rural (country side),Male,Right,3,36,67
2.6666666666666665,High school,"Urban (town, city)",Female,Left,2,18,68
1.8666666666666667,Less than high school,Suburban,Male,Right,2,15,112
3.4,High school,Suburban,Female,Right,3,19,90
1.4,University degree,Rural (country side),Male,Right,1,18,137
3.066666666666667,Graduate degree,"Urban (town, city)",Female,Right,1,39,251
2.8666666666666667,High school,Suburban,Male,Right,2,23,97
1.6666666666666667,High school,Suburban,Female,Right,3,19,97
2.6,Less than high school,"Urban (town, city)",Female,Right,2,13,124
3.2,High school,"Urban (town, city)",Male,Right,2,21,180
2.466666666666667,High school,"Urban (town, city)",Male,Right,3,63,208
2.6666666666666665,Less than high school,Rural (country side),Female,Left,5,17,261
4.666666666666667,High school,Rural (country side),Male,Right,3,25,120
5,University degree,Suburban,Male,Right,4,55,97
2.066666666666667,University degree,Suburban,Male,Right,2,38,90
2.933333333333333,Less than high school,"Urban (town, city)",Other,Right,2,15,72
4.2,University degree,"Urban (town, city)",Male,Right,2,33,72
3.933333333333333,High school,"Urban (town, city)",Male,Right,2,18,136
4.4,High school,Suburban,Male,Right,3,24,91
3.533333333333333,University degree,"Urban (town, city)",Male,Right,3,25,64
1.4,University degree,Suburban,Female,Right,2,32,44
3.8,Graduate degree,Rural (country side),Female,Right,6,38,134
2.3333333333333335,Graduate degree,"Urban (town, city)",Male,Left,2,26,401
2.4,Less than high school,Suburban,Male,Right,2,15,118
3.1333333333333333,High school,Rural (country side),Male,Right,4,16,146
4.066666666666666,High school,Rural (country side),Female,Right,3,20,92
2.8666666666666667,High school,Suburban,Male,Right,1,17,73
1.3333333333333333,Less than high school,Suburban,Female,Right,3,13,67
2.933333333333333,University degree,Suburban,Other,Right,3,25,76
3.066666666666667,High school,Suburban,Male,Right,1,23,150
4.266666666666667,University degree,"Urban (town, city)",Female,Right,2,20,97
2.8,University degree,Suburban,Female,Right,4,48,109
1.6,Less than high school,Rural (country side),Female,Right,1,16,165
4,High school,"Urban (town, city)",Female,Right,2,18,94
1.8,High school,Suburban,Female,Right,2,17,133
3.6666666666666665,University degree,"Urban (town, city)",Male,Left,2,22,142
2.2,High school,Suburban,Male,Right,6,32,82
4.066666666666666,High school,"Urban (town, city)",Female,Right,1,18,80
3.6666666666666665,High school,Rural (country side),Male,Left,2,18,87
3.933333333333333,Less than high school,"Urban (town, city)",Other,Right,0,13,595
1,High school,"Urban (town, city)",Male,Right,3,48,91
2.533333333333333,High school,Suburban,Other,Right,4,17,199
1.5333333333333334,High school,Suburban,Female,Right,4,36,47
2.7333333333333334,University degree,Suburban,Male,Left,2,26,121
3.533333333333333,High school,Rural (country side),Female,Left,5,16,165
1.3333333333333333,High school,"Urban (town, city)",Male,Right,1,62,78
5,Graduate degree,"Urban (town, city)",Male,Right,2,34,62
2.8666666666666667,University degree,"Urban (town, city)",Male,Right,3,59,251
4.133333333333334,High school,Suburban,Other,Left,2,16,91
2,University degree,Suburban,Female,Right,2,23,54
1.2,University degree,"Urban (town, city)",Male,Right,2,30,99
2.2,University degree,Suburban,Male,Right,4,28,133
4.6,Less than high school,"Urban (town, city)",Other,Left,5,40,76
4,Graduate degree,"Urban (town, city)",Female,Right,4,21,39
2.8666666666666667,High school,"Urban (town, city)",Female,Right,2,34,83
3.066666666666667,Less than high school,Suburban,Other,Right,1,18,70
4.2,Graduate degree,"Urban (town, city)",Female,Right,4,56,63
3.6666666666666665,Graduate degree,Rural (country side),Male,Right,5,58,103
2.7333333333333334,Less than high school,"Urban (town, city)",Male,Right,3,15,113
2.2,Graduate degree,"Urban (town, city)",Female,Right,2,26,141
2.7333333333333334,Less than high school,Rural (country side),Other,Right,0,15,109
2.1333333333333333,University degree,Suburban,Male,Right,2,36,154
2.2666666666666666,High school,Suburban,Female,Left,2,19,85
3.933333333333333,University degree,Suburban,Female,Right,2,20,249
3.7333333333333334,High school,Suburban,Female,Right,1,18,162
1.7333333333333334,High school,Suburban,Female,Right,4,52,102
3.2666666666666666,Less than high school,Suburban,Male,Right,1,13,77
2.7333333333333334,High school,Suburban,Other,Left,0,21,67
2.8,Less than high school,Suburban,Female,Right,3,26,82
1.1333333333333333,High school,Suburban,Male,Right,4,20,275
2.533333333333333,High school,Suburban,Male,Right,3,19,66
2.2666666666666666,High school,Suburban,Female,Right,1,18,70
1.8,High school,Suburban,Male,Right,2,22,80
1.1333333333333333,Less than high school,Suburban,Female,Right,2,15,67
3.933333333333333,University degree,Rural (country side),Female,Right,5,36,99
2.1333333333333333,High school,"Urban (town, city)",Male,Right,3,19,97
3.8666666666666667,High school,Suburban,Male,Left,2,33,55
1.7333333333333334,University degree,Suburban,Male,Right,3,67,142
4.2,High school,"Urban (town, city)",Male,Right,3,18,206
3.7333333333333334,High school,Suburban,Male,Right,2,25,106
4,University degree,Suburban,Female,Right,2,20,65
3.533333333333333,High school,Suburban,Male,Right,2,43,78
4.133333333333334,University degree,Suburban,Male,Right,2,37,178
2.8666666666666667,University degree,Suburban,Female,Right,3,28,108
4.266666666666667,High school,"Urban (town, city)",Male,Right,2,38,186
2.466666666666667,High school,Suburban,Male,Right,2,33,75
2.1333333333333333,High school,Suburban,Male,Right,2,43,163
1.7333333333333334,High school,Rural (country side),Male,Right,4,19,135
1.5333333333333334,University degree,Suburban,Male,Right,2,46,147
1.4,High school,Rural (country side),Female,Right,2,19,49
2.6,High school,"Urban (town, city)",Male,Right,1,49,139
3.2666666666666666,High school,Rural (country side),Male,Right,1,38,147
3.533333333333333,University degree,"Urban (town, city)",Male,Right,2,65,153
2.8,University degree,"Urban (town, city)",Male,Right,1,26,58
3.7333333333333334,High school,"Urban (town, city)",Male,Right,1,36,256
1.4666666666666666,University degree,Suburban,Male,Right,2,20,90
2.533333333333333,University degree,Suburban,Male,Right,3,32,195
3.6666666666666665,University degree,"Urban (town, city)",Male,Left,2,22,129
2.8666666666666667,University degree,"Urban (town, city)",Male,Right,2,24,215
1.9333333333333333,University degree,Suburban,Female,Right,7,42,117
1,High school,Suburban,Male,Right,3,17,168
2.066666666666667,High school,Suburban,Male,Right,2,42,389
3.3333333333333335,University degree,"Urban (town, city)",Male,Left,3,30,118
3.6,High school,"Urban (town, city)",Female,Right,4,15,125
3.4,Graduate degree,"Urban (town, city)",Male,Right,5,58,91
3.466666666666667,University degree,"Urban (town, city)",Male,Right,2,31,139
2.6,High school,"Urban (town, city)",Male,Right,2,29,202
1.7333333333333334,Graduate degree,"Urban (town, city)",Male,Right,3,26,176
3.3333333333333335,Less than high school,Rural (country side),Other,Right,2,18,102
2.7333333333333334,High school,Suburban,Male,Right,4,19,85
3,High school,Suburban,Male,Right,2,16,67
3.8666666666666667,High school,Suburban,Male,Right,3,17,130
3.466666666666667,Less than high school,"Urban (town, city)",Female,Right,2,16,99
2.8666666666666667,Less than high school,"Urban (town, city)",Female,Right,3,13,84
2.2,High school,Rural (country side),Male,Left,1,21,121
3.6666666666666665,Less than high school,"Urban (town, city)",Female,Right,3,16,129
2.066666666666667,University degree,Suburban,Male,Right,2,31,112
3.066666666666667,University degree,"Urban (town, city)",Female,Right,2,26,137
2.066666666666667,University degree,"Urban (town, city)",Female,Right,4,50,59
4.866666666666666,High school,"Urban (town, city)",Female,Left,5,62,118
2.8,High school,Suburban,Male,Right,4,18,67
1.8666666666666667,High school,Rural (country side),Male,Right,2,19,268
1.8666666666666667,Graduate degree,Suburban,Male,Right,3,26,55
2.533333333333333,High school,Suburban,Male,Right,2,50,119
1.4666666666666666,High school,"Urban (town, city)",Male,Right,3,19,72
2.8,High school,Suburban,Female,Right,1,29,147
3.6,University degree,"Urban (town, city)",Male,Right,3,23,96
2.6666666666666665,Graduate degree,Rural (country side),Male,Right,2,70,151
3.2,Less than high school,Suburban,Male,Right,3,16,432
3.066666666666667,Less than high school,Suburban,Male,Right,3,21,142
3.2666666666666666,High school,Suburban,Male,Right,3,18,123
3.2666666666666666,High school,"Urban (town, city)",Female,Right,2,15,97
2.3333333333333335,Less than high school,Suburban,Male,Right,1,13,53
3.7333333333333334,High school,"Urban (town, city)",Female,Right,2,17,125
4.266666666666667,Less than high school,"Urban (town, city)",Other,Right,2,17,460
2.533333333333333,Graduate degree,"Urban (town, city)",Female,Right,3,30,84
1.8,Less than high school,"Urban (town, city)",Female,Right,2,14,117
3.533333333333333,High school,"Urban (town, city)",Female,Right,1,24,54
2.066666666666667,University degree,Suburban,Female,Left,3,25,83
4,Less than high school,Rural (country side),Female,Right,2,15,85
4.6,High school,"Urban (town, city)",Female,Right,3,19,102
1.4666666666666666,Less than high school,"Urban (town, city)",Male,Left,2,16,67
2.2,High school,Suburban,Male,Right,2,21,106
3.4,University degree,Rural (country side),Female,Right,2,22,72
2.466666666666667,High school,"Urban (town, city)",Male,Right,6,58,189
2.7333333333333334,High school,Suburban,Female,Right,2,15,245
1.4,High school,Suburban,Female,Right,2,17,83
1,High school,Suburban,Female,Left,2,15,57
1.8666666666666667,High school,Rural (country side),Female,Right,2,17,323
4,High school,Rural (country side),Male,Right,2,18,309
2.4,High school,Suburban,Male,Left,2,21,104
2.533333333333333,Less than high school,Suburban,Male,Right,2,15,4033
3.533333333333333,Less than high school,Suburban,Male,Right,2,15,89
2.4,High school,Suburban,Female,Left,2,26,57
2.7333333333333334,Less than high school,Suburban,Female,Right,5,15,88
1.4666666666666666,High school,"Urban (town, city)",Male,Right,2,19,112
3.2,Less than high school,Suburban,Female,Right,2,15,132
3.066666666666667,High school,Rural (country side),Male,Right,2,17,97
3.2,High school,"Urban (town, city)",Male,Right,2,21,119
2.8,Less than high school,"Urban (town, city)",Female,Right,3,15,90
2.933333333333333,Less than high school,Suburban,Female,Left,3,18,143
3.533333333333333,High school,Suburban,Male,Right,4,47,108
2.8666666666666667,Less than high school,Suburban,Female,Right,2,17,117
1,Graduate degree,"Urban (town, city)",Male,Right,4,65,29
1.9333333333333333,University degree,Rural (country side),Male,Left,4,55,207
4.333333333333333,High school,Suburban,Female,Right,4,14,106
2.6,Less than high school,Rural (country side),Female,Right,1,16,115
3.533333333333333,University degree,Suburban,Female,Right,3,29,1045
1.2666666666666666,University degree,"Urban (town, city)",Other,Right,3,22,152
4.333333333333333,Less than high school,Rural (country side),Male,Right,1,16,119
2.8666666666666667,High school,Suburban,Female,Right,1,20,76
1.1333333333333333,Graduate degree,Suburban,Male,Right,4,46,83
2.8,High school,Rural (country side),Male,Right,2,20,111
3.066666666666667,University degree,Rural (country side),Female,Right,2,20,311
4.2,University degree,Suburban,Male,Right,2,29,192
3.8666666666666667,Less than high school,"Urban (town, city)",Male,Right,1,20,151
3.466666666666667,University degree,"Urban (town, city)",Female,Right,1,27,279
2.8666666666666667,High school,Suburban,Male,Right,2,23,80
3.466666666666667,University degree,Suburban,Female,Right,2,18,127
2.2,Graduate degree,"Urban (town, city)",Male,Right,2,35,101
3,High school,Suburban,Male,Right,2,31,113
3.6666666666666665,Less than high school,Suburban,Other,Right,2,16,85
3.6,Graduate degree,Rural (country side),Female,Right,2,20,1198
1.2666666666666666,High school,Suburban,Male,Right,1,19,91
2.6,Graduate degree,Suburban,Male,Right,2,26,92
3.8,Less than high school,Suburban,Female,Right,2,17,86
3.7333333333333334,High school,"Urban (town, city)",Male,Right,3,68,234
1.4,High school,Rural (country side),Male,Right,1,22,146
2.933333333333333,High school,Suburban,Female,Right,3,19,74
2.933333333333333,High school,Rural (country side),Female,Left,3,47,126
3.2666666666666666,University degree,Rural (country side),Male,Right,3,35,75
3.2666666666666666,High school,Suburban,Male,Right,3,19,89
1.8666666666666667,Less than high school,Suburban,Male,Right,2,17,89
3.7333333333333334,High school,"Urban (town, city)",Other,Left,4,25,125
4.4,Less than high school,"Urban (town, city)",Other,Left,1,17,114
1.6666666666666667,University degree,Suburban,Male,Right,4,35,89
1.4,University degree,"Urban (town, city)",Female,Right,2,28,81
2.3333333333333335,University degree,Rural (country side),Male,Right,4,36,230
3.1333333333333333,High school,"Urban (town, city)",Male,Right,2,42,85
3.6666666666666665,Graduate degree,Suburban,Female,Right,2,25,54
3.066666666666667,High school,"Urban (town, city)",Male,Right,2,23,58
3.1333333333333333,University degree,Suburban,Male,Left,1,21,98
1.2666666666666666,High school,Suburban,Male,Right,2,18,89
3.2,Graduate degree,Suburban,Female,Right,3,23,91
4.066666666666666,High school,Suburban,Male,Right,1,42,91
4.866666666666666,High school,"Urban (town, city)",Male,Left,2,32,83
4.6,Graduate degree,Suburban,Male,Right,2,47,85
3.8,High school,"Urban (town, city)",Male,Right,2,24,86
3.066666666666667,High school,Rural (country side),Male,Right,2,18,79
1.4,Graduate degree,"Urban (town, city)",Male,Left,2,75,159
2.933333333333333,High school,Suburban,Female,Right,2,20,263
2.3333333333333335,High school,"Urban (town, city)",Female,Right,3,16,83
2.466666666666667,University degree,Suburban,Female,Right,2,25,84
2.466666666666667,Less than high school,Rural (country side),Female,Right,1,17,72
2.1333333333333333,Less than high school,Rural (country side),Female,Right,3,15,107
3.1333333333333333,High school,Suburban,Other,Right,3,16,71
1.7333333333333334,University degree,Suburban,Female,Right,2,24,132
4.6,University degree,"Urban (town, city)",Female,Right,2,45,65
2.066666666666667,Less than high school,"Urban (town, city)",Female,Right,2,14,3
4.133333333333334,University degree,Suburban,Male,Right,2,33,101
3.533333333333333,High school,"Urban (town, city)",Male,Right,2,39,80
3,High school,Rural (country side),Female,Right,2,16,100
3.4,University degree,Suburban,Female,Right,6,32,177
1.4,Less than high school,Rural (country side),Female,Right,1,17,40
1,Less than high school,Rural (country side),Female,Right,2,18,65
3,Less than high school,Suburban,Male,Right,2,18,111
3,University degree,Suburban,Male,Right,2,55,84
2.8666666666666667,Less than high school,"Urban (town, city)",Male,Right,2,14,262
3.933333333333333,High school,Rural (country side),Female,Right,3,19,112
2.8666666666666667,High school,Rural (country side),Male,Right,1,19,85
2.7333333333333334,Less than high school,Suburban,Female,Right,2,16,162
1.4666666666666666,Less than high school,"Urban (town, city)",Female,Right,2,15,134
3,Less than high school,"Urban (town, city)",Female,Right,2,17,109
3.7333333333333334,University degree,"Urban (town, city)",Male,Right,2,23,191
4.733333333333333,High school,Rural (country side),Female,Right,4,58,102
2.7333333333333334,Less than high school,Suburban,Female,Right,2,15,73
4.466666666666667,High school,"Urban (town, city)",Female,Right,5,16,71
2.3333333333333335,High school,Suburban,Female,Right,2,19,60
2.8666666666666667,High school,Suburban,Female,Right,2,16,6694
2.6,High school,Suburban,Male,Right,1,14,86
2.466666666666667,High school,"Urban (town, city)",Female,Right,3,15,65
2.2,University degree,"Urban (town, city)",Female,Right,2,46,110
3.933333333333333,High school,Suburban,Female,Right,2,19,109
1.4,Less than high school,"Urban (town, city)",Female,Right,2,14,67
2.8666666666666667,University degree,Suburban,Female,Right,4,50,157
1.9333333333333333,High school,Suburban,Female,Right,1,18,121
3.466666666666667,University degree,Rural (country side),Male,Right,3,20,86
3.533333333333333,High school,Suburban,Female,Right,3,19,122
1.2,High school,Suburban,Male,Right,2,20,75
3.2,High school,Suburban,Female,Right,2,22,128
2.6,Graduate degree,Suburban,Male,Right,4,25,115
3.2666666666666666,High school,"Urban (town, city)",Male,Left,4,18,119
2.7333333333333334,Less than high school,Suburban,Female,Right,2,13,100
5,High school,Suburban,Male,Right,5,15,22
2.533333333333333,High school,Suburban,Male,Right,3,20,92
2.6666666666666665,High school,Suburban,Female,Right,2,19,132
4.533333333333333,Graduate degree,Suburban,Male,Right,1,42,76
2.8,Graduate degree,Suburban,Other,Right,2,42,69
3.533333333333333,High school,"Urban (town, city)",Female,Right,2,17,81
3.066666666666667,Graduate degree,"Urban (town, city)",Female,Right,3,25,80
1.4666666666666666,University degree,Suburban,Male,Right,2,21,107
3.8,Graduate degree,Suburban,Male,Right,1,66,115
3.6666666666666665,High school,"Urban (town, city)",Male,Right,3,19,119
2,Less than high school,Suburban,Female,Right,2,14,286
2.466666666666667,High school,Suburban,Male,Right,2,56,131
2.2666666666666666,Less than high school,Suburban,Female,Right,3,15,133
3.933333333333333,University degree,"Urban (town, city)",Male,Right,2,19,94
3.3333333333333335,Less than high school,"Urban (town, city)",Other,Left,3,19,173
3.3333333333333335,High school,"Urban (town, city)",Female,Right,2,27,85
